18.0,2.0,44.0
18.0,6.0,22.5
17.0,7.0,14.0
-16.0,22.0,1.0
-18.0,-6.0,-27.0
27.0,31.0,37.0
-61.0,5.0,-1.0
-34.0,-94.0,15.0
-35.0,15.0,-14.0
-29.0,-86.0,7.0
